venda_id,data,produto_id,cliente_id,vendedor_id,regiao,quantidade,desconto_pct,receita_bruta,receita_liquida,custo_total,margem
30857,2025-08-21,17,96,5,Nordeste,6,0.076,1244.58,1149.99,786.48,363.51
30854,2025-08-21,18,128,8,Sudeste,8,0.028,4009.36,3897.1,2195.68,1701.42
30853,2025-08-21,13,119,16,Sudeste,20,0.16,1991.6,1672.94,1455.6,217.34
30852,2025-08-21,14,28,8,Sudeste,4,0.009,776.36,769.37,463.56,305.81
30851,2025-08-21,19,40,10,Sul,23,0.168,2400.74,1997.42,1603.1,394.32
30850,2025-08-21,3,86,16,Sudeste,2,0.076,1771.72,1637.07,959.78,677.29
30855,2025-08-21,22,6,16,Sudeste,6,0.047,559.14,532.86,392.7,140.16
30933,2025-08-22,6,4,1,Sul,3,0.077,2391.6,2207.45,1232.37,975.08
30932,2025-08-22,17,131,11,Centro-Oeste,28,0.17,5808.04,4820.67,3670.24,1150.43
30931,2025-08-22,22,105,3,Nordeste,14,0.059,1304.66,1227.69,916.3,311.39
30930,2025-08-22,13,34,14,Centro-Oeste,4,0.095,398.32,360.48,291.12,69.36
30926,2025-08-22,8,72,12,Sul,33,0.095,9422.49,8527.35,5772.69,2754.66
30928,2025-08-22,13,89,8,Sudeste,5,0.064,497.9,466.03,363.9,102.13
30927,2025-08-22,1,36,5,Nordeste,3,0.08,305.76,281.3,205.89,75.41
30934,2025-08-22,19,80,6,Nordeste,3,0.026,313.14,305.0,209.1,95.9
30925,2025-08-22,19,38,6,Nordeste,7,0.073,730.66,677.32,487.9,189.42
30929,2025-08-22,10,61,1,Sul,9,0.029,1003.05,973.96,712.44,261.52
30935,2025-08-22,7,101,6,Nordeste,2,0.007,116.36,115.55,79.82,35.73
30942,2025-08-22,20,52,5,Nordeste,5,0.02,1282.5,1256.85,725.15,531.7
30937,2025-08-22,7,31,10,Sul,4,0.05,232.72,221.08,159.64,61.44
30938,2025-08-22,21,16,14,Centro-Oeste,3,0.041,1307.85,1254.23,626.49,627.74
30939,2025-08-22,12,72,10,Sul,15,0.117,6142.35,5423.7,3287.55,2136.15
30940,2025-08-22,8,90,12,Sul,4,0.018,1142.12,1121.56,699.72,421.84
30941,2025-08-22,24,41,5,Nordeste,21,0.06,8422.68,7917.32,4109.7,3807.62
30943,2025-08-22,5,75,14,Centro-Oeste,13,0.048,2524.08,2402.92,1617.85,785.07
30944,2025-08-22,1,64,10,Sul,5,0.068,509.6,474.95,343.15,131.8
30945,2025-08-22,21,68,10,Sul,2,0.072,871.9,809.12,417.66,391.46
30946,2025-08-22,21,96,6,Nordeste,11,0.01,4795.45,4747.5,2297.13,2450.37
30947,2025-08-22,7,138,14,Centro-Oeste,28,0.06,1629.04,1531.3,1117.48,413.82
30924,2025-08-22,17,119,8,Sudeste,29,0.16,6015.47,5052.99,3801.32,1251.67
30948,2025-08-22,8,112,15,Sudeste,5,0.077,1427.65,1317.72,874.65,443.07
30936,2025-08-22,15,101,5,Nordeste,2,0.044,859.78,821.95,420.62,401.33
30923,2025-08-22,7,40,12,Sul,21,0.057,1221.78,1152.14,838.11,314.03
30916,2025-08-22,2,120,7,Norte,5,0.068,1297.35,1209.13,727.85,481.28
30921,2025-08-22,1,56,13,Centro-Oeste,15,0.014,1528.8,1507.4,1029.45,477.95
30896,2025-08-22,14,117,15,Sudeste,3,0.008,582.27,577.61,347.67,229.94
30897,2025-08-22,20,106,16,Sudeste,3,0.085,769.5,704.09,435.09,269.0
30922,2025-08-22,21,107,8,Sudeste,11,0.024,4795.45,4680.36,2297.13,2383.23
30899,2025-08-22,6,11,9,Centro-Oeste,6,0.037,4783.2,4606.22,2464.74,2141.48
30900,2025-08-22,8,39,12,Sul,5,0.02,1427.65,1399.1,874.65,524.45
30901,2025-08-22,5,81,1,Sul,3,0.044,582.48,556.85,373.35,183.5
30902,2025-08-22,14,55,15,Sudeste,1,0.09,194.09,176.62,115.89,60.73
30903,2025-08-22,16,64,10,Sul,3,0.02,174.45,170.96,121.86,49.1
30904,2025-08-22,1,43,16,Sudeste,5,0.069,509.6,474.44,343.15,131.29
30905,2025-08-22,11,11,13,Centro-Oeste,2,0.083,317.86,291.48,189.7,101.78
30906,2025-08-22,20,66,1,Sul,7,0.082,1795.5,1648.27,1015.21,633.06
30907,2025-08-22,19,63,8,Sudeste,1,0.046,104.38,99.58,69.7,29.88
30898,2025-08-22,15,73,12,Sul,6,0.049,2579.34,2452.95,1261.86,1191.09
30909,2025-08-22,8,16,9,Centro-Oeste,1,0.085,285.53,261.26,174.93,86.33
30908,2025-08-22,17,110,10,Sul,33,0.005,6845.19,6810.96,4325.64,2485.32
30919,2025-08-22,23,105,6,Nordeste,5,0.027,1380.75,1343.47,823.0,520.47
30918,2025-08-22,13,59,1,Sul,3,0.002,298.74,298.14,218.34,79.8
30917,2025-08-22,16,68,10,Sul,4,0.006,232.6,231.2,162.48,68.72
30915,2025-08-22,18,81,10,Sul,1,0.03,501.17,486.13,274.46,211.67
30920,2025-08-22,13,62,6,Nordeste,6,0.039,597.48,574.18,436.68,137.5
30913,2025-08-22,20,45,14,Centro-Oeste,6,0.04,1539.0,1477.44,870.18,607.26
30912,2025-08-22,17,38,3,Nordeste,3,0.031,622.29,603.0,393.24,209.76
30911,2025-08-22,6,120,2,Norte,8,0.035,6377.6,6154.38,3286.32,2868.06
30910,2025-08-22,17,68,1,Sul,4,0.018,829.72,814.79,524.32,290.47
30914,2025-08-22,6,13,12,Sul,6,0.061,4783.2,4491.42,2464.74,2026.68
30979,2025-08-23,2,43,8,Sudeste,4,0.023,1037.88,1014.01,582.28,431.73
30971,2025-08-23,1,6,16,Sudeste,14,0.052,1426.88,1352.68,960.82,391.86
30972,2025-08-23,20,13,12,Sul,8,0.018,2052.0,2015.06,1160.24,854.82
30974,2025-08-23,10,90,12,Sul,1,0.067,111.45,103.98,79.16,24.82
30975,2025-08-23,10,80,6,Nordeste,3,0.035,334.35,322.65,237.48,85.17
30976,2025-08-23,9,128,15,Sudeste,2,0.042,1519.38,1455.57,771.68,683.89
30977,2025-08-23,16,38,3,Nordeste,5,0.088,290.75,265.16,203.1,62.06
30978,2025-08-23,15,78,15,Sudeste,1,0.028,429.89,417.85,210.31,207.54
30980,2025-08-23,5,51,4,Centro-Oeste,2,0.06,388.32,365.02,248.9,116.12
30986,2025-08-23,17,17,12,Sul,9,0.043,1866.87,1786.59,1179.72,606.87
30982,2025-08-23,23,112,16,Sudeste,3,0.068,828.45,772.12,493.8,278.32
30983,2025-08-23,21,99,5,Nordeste,6,0.023,2615.7,2555.54,1252.98,1302.56
30984,2025-08-23,6,100,9,Centro-Oeste,14,0.099,11160.8,10055.88,5751.06,4304.82
30985,2025-08-23,21,20,8,Sudeste,15,0.083,6539.25,5996.49,3132.45,2864.04
30987,2025-08-23,6,110,10,Sul,27,0.091,21524.4,19565.68,11091.33,8474.35
30988,2025-08-23,17,94,10,Sul,16,0.008,3318.88,3292.33,2097.28,1195.05
30989,2025-08-23,19,5,12,Sul,8,0.053,835.04,790.78,557.6,233.18
30970,2025-08-23,13,98,6,Nordeste,9,0.007,896.22,889.95,655.02,234.93
30981,2025-08-23,20,22,8,Sudeste,3,0.011,769.5,761.04,435.09,325.95
30969,2025-08-23,5,12,13,Centro-Oeste,4,0.09,776.64,706.74,497.8,208.94
30973,2025-08-23,14,84,15,Sudeste,14,0.087,2717.26,2480.86,1622.46,858.4
30967,2025-08-23,17,84,16,Sudeste,15,0.076,3111.45,2874.98,1966.2,908.78
30949,2025-08-23,17,2,7,Norte,3,0.001,622.29,621.67,393.24,228.43
30950,2025-08-23,17,49,16,Sudeste,2,0.032,414.86,401.58,262.16,139.42
30951,2025-08-23,11,2,2,Norte,3,0.082,476.79,437.69,284.55,153.14
30952,2025-08-23,18,123,15,Sudeste,5,0.031,2505.85,2428.17,1372.3,1055.87
30953,2025-08-23,8,91,3,Nordeste,13,0.014,3711.89,3659.92,2274.09,1385.83
30955,2025-08-23,12,118,4,Centro-Oeste,10,0.146,4094.9,3497.04,2191.7,1305.34
30956,2025-08-23,6,79,5,Nordeste,9,0.05,7174.8,6816.06,3697.11,3118.95
30957,2025-08-23,20,8,14,Centro-Oeste,3,0.048,769.5,732.56,435.09,297.47
30958,2025-08-23,19,22,8,Sudeste,3,0.02,313.14,306.88,209.1,97.78
30954,2025-08-23,10,31,10,Sul,3,0.079,334.35,307.94,237.48,70.46
30960,2025-08-23,8,41,3,Nordeste,31,0.036,8851.43,8532.78,5422.83,3109.95
30961,2025-08-23,13,74,9,Centro-Oeste,3,0.021,298.74,292.47,218.34,74.13
30962,2025-08-23,8,126,14,Centro-Oeste,10,0.091,2855.3,2595.47,1749.3,846.17
30963,2025-08-23,6,41,6,Nordeste,27,0.035,21524.4,20771.05,11091.33,9679.72
30964,2025-08-23,16,2,7,Norte,1,0.086,58.15,53.15,40.62,12.53
30968,2025-08-23,1,46,6,Nordeste,10,0.09,1019.2,927.47,686.3,241.17
30965,2025-08-23,5,12,4,Centro-Oeste,1,0.08,194.16,178.63,124.45,54.18
30966,2025-08-23,17,129,4,Centro-Oeste,7,0.013,1452.01,1433.13,917.56,515.57
30959,2025-08-23,13,114,15,Sudeste,32,0.104,3186.56,2855.16,2328.96,526.2
31004,2025-08-24,21,139,10,Sul,7,0.056,3051.65,2880.76,1461.81,1418.95
31005,2025-08-24,15,76,15,Sudeste,3,0.078,1289.67,1189.08,630.93,558.15
31006,2025-08-24,16,33,7,Norte,4,0.022,232.6,227.48,162.48,65.0
31007,2025-08-24,4,81,10,Sul,3,0.058,150.75,142.01,101.7,40.31
31011,2025-08-24,22,54,8,Sudeste,7,0.016,652.33,641.89,458.15,183.74
31009,2025-08-24,19,116,16,Sudeste,2,0.013,208.76,206.05,139.4,66.65
31010,2025-08-24,9,107,16,Sudeste,11,0.089,8356.59,7612.85,4244.24,3368.61
31003,2025-08-24,4,11,13,Centro-Oeste,3,0.035,150.75,145.47,101.7,43.77
31008,2025-08-24,22,56,13,Centro-Oeste,1,0.067,93.19,86.95,65.45,21.5
31002,2025-08-24,3,72,1,Sul,29,0.002,25689.94,25638.56,13916.81,11721.75
31001,2025-08-24,22,69,1,Sul,1,0.086,93.19,85.18,65.45,19.73
30990,2025-08-24,18,94,1,Sul,8,0.038,4009.36,3857.0,2195.68,1661.32
30999,2025-08-24,9,57,3,Nordeste,8,0.005,6077.52,6047.13,3086.72,2960.41
30998,2025-08-24,15,135,1,Sul,6,0.087,2579.34,2354.94,1261.86,1093.08
30997,2025-08-24,10,104,15,Sudeste,3,0.031,334.35,323.99,237.48,86.51
30996,2025-08-24,22,57,6,Nordeste,9,0.008,838.71,832.0,589.05,242.95
30995,2025-08-24,15,106,15,Sudeste,4,0.058,1719.56,1619.83,841.24,778.59
30994,2025-08-24,13,45,9,Centro-Oeste,10,0.01,995.8,985.84,727.8,258.04
30993,2025-08-24,18,39,10,Sul,3,0.039,1503.51,1444.87,823.38,621.49
30992,2025-08-24,21,106,16,Sudeste,3,0.031,1307.85,1267.31,626.49,640.82
30991,2025-08-24,23,138,11,Centro-Oeste,15,0.175,4142.25,3417.36,2469.0,948.36
31000,2025-08-24,24,81,10,Sul,4,0.088,1604.32,1463.14,782.8,680.34
31042,2025-08-25,5,128,8,Sudeste,2,0.063,388.32,363.86,248.9,114.96
31041,2025-08-25,3,17,1,Sul,3,0.093,2657.58,2410.43,1439.67,970.76
31040,2025-08-25,6,136,4,Centro-Oeste,1,0.013,797.2,786.84,410.79,376.05
31035,2025-08-25,17,10,15,Sudeste,3,0.08,622.29,572.51,393.24,179.27
31038,2025-08-25,5,5,12,Sul,12,0.053,2329.92,2206.43,1493.4,713.03
31037,2025-08-25,2,39,1,Sul,7,0.042,1816.29,1740.01,1018.99,721.02
31036,2025-08-25,23,89,15,Sudeste,4,0.01,1104.6,1093.55,658.4,435.15
31043,2025-08-25,14,24,7,Norte,1,0.023,194.09,189.63,115.89,73.74
31039,2025-08-25,1,4,10,Sul,8,0.087,815.36,744.42,549.04,195.38
31044,2025-08-25,5,12,9,Centro-Oeste,2,0.093,388.32,352.21,248.9,103.31
31050,2025-08-25,9,10,15,Sudeste,2,0.044,1519.38,1452.53,771.68,680.85
31046,2025-08-25,2,122,16,Sudeste,18,0.154,4670.46,3951.21,2620.26,1330.95
31047,2025-08-25,17,11,9,Centro-Oeste,5,0.095,1037.15,938.62,655.4,283.22
31048,2025-08-25,20,46,3,Nordeste,15,0.091,3847.5,3497.38,2175.45,1321.93
31049,2025-08-25,20,106,16,Sudeste,3,0.013,769.5,759.5,435.09,324.41
31051,2025-08-25,8,24,2,Norte,1,0.065,285.53,266.97,174.93,92.04
31052,2025-08-25,11,43,15,Sudeste,1,0.06,158.93,149.39,94.85,54.54
31053,2025-08-25,22,113,15,Sudeste,3,0.011,279.57,276.49,196.35,80.14
31054,2025-08-25,21,114,16,Sudeste,20,0.144,8719.0,7463.46,4176.6,3286.86
31045,2025-08-25,14,77,8,Sudeste,30,0.17,5822.7,4832.84,3476.7,1356.14
31034,2025-08-25,19,42,6,Nordeste,10,0.094,1043.8,945.68,697.0,248.68
31026,2025-08-25,21,19,2,Norte,8,0.032,3487.6,3376.0,1670.64,1705.36
31032,2025-08-25,12,19,7,Norte,4,0.038,1637.96,1575.72,876.68,699.04
31033,2025-08-25,7,42,6,Nordeste,11,0.023,639.98,625.26,439.01,186.25
31012,2025-08-25,16,100,13,Centro-Oeste,7,0.084,407.05,372.86,284.34,88.52
31013,2025-08-25,21,5,10,Sul,8,0.061,3487.6,3274.86,1670.64,1604.22
31014,2025-08-25,13,136,9,Centro-Oeste,2,0.014,199.16,196.37,145.56,50.81
31015,2025-08-25,10,72,12,Sul,25,0.113,2786.25,2471.4,1979.0,492.4
31017,2025-08-25,2,91,6,Nordeste,12,0.014,3113.64,3070.05,1746.84,1323.21
31018,2025-08-25,16,44,16,Sudeste,23,0.03,1337.45,1297.33,934.26,363.07
31019,2025-08-25,23,97,7,Norte,2,0.088,552.3,503.7,329.2,174.5
31020,2025-08-25,22,56,4,Centro-Oeste,2,0.095,186.38,168.67,130.9,37.77
31021,2025-08-25,8,96,5,Nordeste,8,0.02,2284.24,2238.56,1399.44,839.12
31016,2025-08-25,19,92,10,Sul,25,0.103,2609.5,2340.72,1742.5,598.22
31023,2025-08-25,6,21,8,Sudeste,12,0.08,9566.4,8801.09,4929.48,3871.61
31024,2025-08-25,14,130,16,Sudeste,3,0.033,582.27,563.06,347.67,215.39
31025,2025-08-25,16,104,15,Sudeste,3,0.026,174.45,169.91,121.86,48.05
31027,2025-08-25,21,30,12,Sul,8,0.027,3487.6,3393.43,1670.64,1722.79
31028,2025-08-25,14,77,15,Sudeste,20,0.002,3881.8,3874.04,2317.8,1556.24
31029,2025-08-25,7,1,5,Nordeste,5,0.087,290.9,265.59,199.55,66.04
31030,2025-08-25,11,57,3,Nordeste,9,0.001,1430.37,1428.94,853.65,575.29
31022,2025-08-25,11,13,1,Sul,8,0.056,1271.44,1200.24,758.8,441.44
31031,2025-08-25,10,46,5,Nordeste,13,0.085,1448.85,1325.7,1029.08,296.62
31096,2025-08-26,18,45,14,Centro-Oeste,7,0.01,3508.19,3473.11,1921.22,1551.89
31095,2025-08-26,17,33,7,Norte,1,0.052,207.43,196.64,131.08,65.56
31094,2025-08-26,24,32,8,Sudeste,8,0.012,3208.64,3170.14,1565.6,1604.54
31093,2025-08-26,24,54,16,Sudeste,10,0.056,4010.8,3786.2,1957.0,1829.2
31092,2025-08-26,5,88,15,Sudeste,3,0.059,582.48,548.11,373.35,174.76
31088,2025-08-26,10,119,15,Sudeste,23,0.153,2563.35,2171.16,1820.68,350.48
31090,2025-08-26,21,118,11,Centro-Oeste,25,0.176,10898.75,8980.57,5220.75,3759.82
31089,2025-08-26,17,101,3,Nordeste,6,0.096,1244.58,1125.1,786.48,338.62
31087,2025-08-26,17,3,8,Sudeste,19,0.066,3941.17,3681.05,2490.52,1190.53
31097,2025-08-26,22,41,6,Nordeste,21,0.009,1956.99,1939.38,1374.45,564.93
31086,2025-08-26,24,98,5,Nordeste,2,0.064,802.16,750.82,391.4,359.42
31091,2025-08-26,2,85,4,Centro-Oeste,1,0.001,259.47,259.21,145.57,113.64
31098,2025-08-26,1,106,8,Sudeste,7,0.072,713.44,662.07,480.41,181.66
31108,2025-08-26,19,85,4,Centro-Oeste,2,0.029,208.76,202.71,139.4,63.31
31100,2025-08-26,5,58,12,Sul,9,0.04,1747.44,1677.54,1120.05,557.49
31101,2025-08-26,23,102,12,Sul,16,0.149,4418.4,3760.06,2633.6,1126.46
31102,2025-08-26,3,103,15,Sudeste,1,0.043,885.86,847.77,479.89,367.88
31103,2025-08-26,3,131,4,Centro-Oeste,16,0.061,14173.76,13309.16,7678.24,5630.92
31104,2025-08-26,15,44,16,Sudeste,16,0.003,6878.24,6857.61,3364.96,3492.65
31105,2025-08-26,8,35,2,Norte,3,0.09,856.59,779.5,524.79,254.71
31106,2025-08-26,21,1,5,Nordeste,7,0.004,3051.65,3039.44,1461.81,1577.63
31107,2025-08-26,8,23,9,Centro-Oeste,12,0.038,3426.36,3296.16,2099.16,1197.0
31109,2025-08-26,10,114,16,Sudeste,22,0.121,2451.9,2155.22,1741.52,413.7
31111,2025-08-26,24,139,12,Sul,2,0.005,802.16,798.15,391.4,406.75
31110,2025-08-26,14,85,14,Centro-Oeste,1,0.068,194.09,180.89,115.89,65.0
31085,2025-08-26,13,112,16,Sudeste,6,0.09,597.48,543.71,436.68,107.03
31099,2025-08-26,13,74,14,Centro-Oeste,3,0.002,298.74,298.14,218.34,79.8
31084,2025-08-26,9,23,9,Centro-Oeste,5,0.092,3798.45,3448.99,1929.2,1519.79
31056,2025-08-26,22,94,10,Sul,3,0.054,279.57,264.47,196.35,68.12
31082,2025-08-26,14,48,8,Sudeste,3,0.012,582.27,575.28,347.67,227.61
31083,2025-08-26,11,71,10,Sul,3,0.048,476.79,453.9,284.55,169.35
31055,2025-08-26,13,100,13,Centro-Oeste,11,0.057,1095.38,1032.94,800.58,232.36
31057,2025-08-26,7,4,12,Sul,12,0.099,698.16,629.04,478.92,150.12
31058,2025-08-26,14,34,14,Centro-Oeste,5,0.089,970.45,884.08,579.45,304.63
31059,2025-08-26,5,130,8,Sudeste,7,0.019,1359.12,1333.3,871.15,462.15
31060,2025-08-26,3,101,5,Nordeste,1,0.058,885.86,834.48,479.89,354.59
31062,2025-08-26,11,100,11,Centro-Oeste,4,0.034,635.72,614.11,379.4,234.71
31063,2025-08-26,14,102,12,Sul,30,0.033,5822.7,5630.55,3476.7,2153.85
31064,2025-08-26,22,105,3,Nordeste,8,0.09,745.52,678.42,523.6,154.82
31065,2025-08-26,12,138,14,Centro-Oeste,40,0.003,16379.6,16330.46,8766.8,7563.66
31066,2025-08-26,22,76,15,Sudeste,5,0.019,465.95,457.1,327.25,129.85
31067,2025-08-26,14,9,10,Sul,3,0.023,582.27,568.88,347.67,221.21
31068,2025-08-26,8,115,8,Sudeste,2,0.059,571.06,537.37,349.86,187.51
31061,2025-08-26,17,34,9,Centro-Oeste,2,0.073,414.86,384.58,262.16,122.42
31070,2025-08-26,24,90,1,Sul,2,0.01,802.16,794.14,391.4,402.74
31081,2025-08-26,10,24,7,Norte,2,0.09,222.9,202.84,158.32,44.52
31069,2025-08-26,2,3,8,Sudeste,11,0.073,2854.17,2645.82,1601.27,1044.55
31080,2025-08-26,8,95,3,Nordeste,4,0.055,1142.12,1079.3,699.72,379.58
31079,2025-08-26,11,22,16,Sudeste,5,0.092,794.65,721.54,474.25,247.29
31077,2025-08-26,4,29,11,Centro-Oeste,3,0.003,150.75,150.3,101.7,48.6
31076,2025-08-26,23,46,6,Nordeste,14,0.021,3866.1,3784.91,2304.4,1480.51
31078,2025-08-26,4,99,5,Nordeste,5,0.014,251.25,247.73,169.5,78.23
31075,2025-08-26,1,92,12,Sul,25,0.069,2548.0,2372.19,1715.75,656.44
31074,2025-08-26,20,114,8,Sudeste,33,0.134,8464.5,7330.26,4785.99,2544.27
31073,2025-08-26,18,112,15,Sudeste,8,0.045,4009.36,3828.94,2195.68,1633.26
31072,2025-08-26,8,18,1,Sul,15,0.065,4282.95,4004.56,2623.95,1380.61
31071,2025-08-26,20,112,8,Sudeste,4,0.014,1026.0,1011.64,580.12,431.52
31154,2025-08-27,17,6,15,Sudeste,7,0.078,1452.01,1338.75,917.56,421.19
31157,2025-08-27,2,22,8,Sudeste,6,0.09,1556.82,1416.71,873.42,543.29
31156,2025-08-27,23,14,5,Nordeste,5,0.041,1380.75,1324.14,823.0,501.14
31155,2025-08-27,12,87,12,Sul,1,0.072,409.49,380.01,219.17,160.84
31158,2025-08-27,24,1,5,Nordeste,9,0.068,3609.72,3364.26,1761.3,1602.96
31153,2025-08-27,16,86,15,Sudeste,1,0.059,58.15,54.72,40.62,14.1
31147,2025-08-27,17,32,8,Sudeste,13,0.033,2696.59,2607.6,1704.04,903.56
31151,2025-08-27,6,22,15,Sudeste,1,0.013,797.2,786.84,410.79,376.05
31150,2025-08-27,5,42,5,Nordeste,8,0.008,1553.28,1540.85,995.6,545.25
31149,2025-08-27,16,57,6,Nordeste,6,0.047,348.9,332.5,243.72,88.78
31148,2025-08-27,2,59,1,Sul,4,0.01,1037.88,1027.5,582.28,445.22
31146,2025-08-27,7,140,7,Norte,1,0.042,58.18,55.74,39.91,15.83
31159,2025-08-27,20,56,14,Centro-Oeste,11,0.09,2821.5,2567.56,1595.33,972.23
31152,2025-08-27,3,9,1,Sul,3,0.034,2657.58,2567.22,1439.67,1127.55
31160,2025-08-27,2,46,3,Nordeste,13,0.005,3373.11,3356.24,1892.41,1463.83
31174,2025-08-27,23,45,11,Centro-Oeste,3,0.016,828.45,815.19,493.8,321.39
31162,2025-08-27,14,44,16,Sudeste,18,0.003,3493.62,3483.14,2086.02,1397.12
31163,2025-08-27,15,132,10,Sul,5,0.076,2149.45,1986.09,1051.55,934.54
31164,2025-08-27,11,61,1,Sul,8,0.092,1271.44,1154.47,758.8,395.67
31165,2025-08-27,8,114,16,Sudeste,19,0.154,5425.07,4589.61,3323.67,1265.94
31166,2025-08-27,7,33,7,Norte,1,0.069,58.18,54.17,39.91,14.26
31176,2025-08-27,18,21,15,Sudeste,5,0.048,2505.85,2385.57,1372.3,1013.27
31168,2025-08-27,13,9,1,Sul,6,0.026,597.48,581.95,436.68,145.27
31169,2025-08-27,10,37,8,Sudeste,1,0.052,111.45,105.65,79.16,26.49
31170,2025-08-27,6,10,16,Sudeste,1,0.047,797.2,759.73,410.79,348.94
31171,2025-08-27,13,3,8,Sudeste,11,0.031,1095.38,1061.42,800.58,260.84
31172,2025-08-27,6,26,2,Norte,4,0.058,3188.8,3003.85,1643.16,1360.69
31173,2025-08-27,11,23,13,Centro-Oeste,10,0.085,1589.3,1454.21,948.5,505.71
31175,2025-08-27,18,105,5,Nordeste,5,0.015,2505.85,2468.26,1372.3,1095.96
31145,2025-08-27,9,140,2,Norte,4,0.039,3038.76,2920.25,1543.36,1376.89
31161,2025-08-27,11,47,14,Centro-Oeste,1,0.048,158.93,151.3,94.85,56.45
31144,2025-08-27,23,33,7,Norte,3,0.069,828.45,771.29,493.8,277.49
31167,2025-08-27,15,68,1,Sul,2,0.073,859.78,797.02,420.62,376.4
31142,2025-08-27,2,109,8,Sudeste,4,0.05,1037.88,985.99,582.28,403.71
31143,2025-08-27,21,26,2,Norte,3,0.048,1307.85,1245.07,626.49,618.58
31112,2025-08-27,15,88,15,Sudeste,3,0.051,1289.67,1223.9,630.93,592.97
31113,2025-08-27,5,124,16,Sudeste,5,0.046,970.8,926.14,622.25,303.89
31114,2025-08-27,23,38,5,Nordeste,5,0.052,1380.75,1308.95,823.0,485.95
31115,2025-08-27,23,46,6,Nordeste,10,0.058,2761.5,2601.33,1646.0,955.33
31116,2025-08-27,11,114,16,Sudeste,19,0.138,3019.67,2602.96,1802.15,800.81
31117,2025-08-27,10,93,7,Norte,2,0.06,222.9,209.53,158.32,51.21
31119,2025-08-27,14,134,6,Nordeste,12,0.06,2329.08,2189.34,1390.68,798.66
31120,2025-08-27,3,107,16,Sudeste,6,0.071,5315.16,4937.78,2879.34,2058.44
31121,2025-08-27,8,42,3,Nordeste,6,0.07,1713.18,1593.26,1049.58,543.68
31122,2025-08-27,3,86,15,Sudeste,5,0.036,4429.3,4269.85,2399.45,1870.4
31123,2025-08-27,8,56,14,Centro-Oeste,10,0.058,2855.3,2689.69,1749.3,940.39
31124,2025-08-27,5,59,10,Sul,3,0.098,582.48,525.4,373.35,152.05
31125,2025-08-27,24,113,15,Sudeste,5,0.067,2005.4,1871.04,978.5,892.54
31126,2025-08-27,23,96,5,Nordeste,5,0.042,1380.75,1322.76,823.0,499.76
31118,2025-08-27,19,69,10,Sul,5,0.07,521.9,485.37,348.5,136.87
31128,2025-08-27,19,81,1,Sul,1,0.066,104.38,97.49,69.7,27.79
31127,2025-08-27,1,2,2,Norte,1,0.019,101.92,99.98,68.63,31.35
31141,2025-08-27,12,55,16,Sudeste,4,0.06,1637.96,1539.68,876.68,663.0
31140,2025-08-27,24,32,16,Sudeste,9,0.082,3609.72,3313.72,1761.3,1552.42
31139,2025-08-27,9,35,2,Norte,1,0.009,759.69,752.85,385.84,367.01
31137,2025-08-27,13,57,3,Nordeste,12,0.056,1194.96,1128.04,873.36,254.68
31136,2025-08-27,2,128,16,Sudeste,2,0.096,518.94,469.12,291.14,177.98
31135,2025-08-27,21,85,11,Centro-Oeste,1,0.067,435.95,406.74,208.83,197.91
31138,2025-08-27,11,47,13,Centro-Oeste,3,0.028,476.79,463.44,284.55,178.89
31134,2025-08-27,5,13,12,Sul,8,0.065,1553.28,1452.32,995.6,456.72
31133,2025-08-27,12,133,9,Centro-Oeste,5,0.021,2047.45,2004.45,1095.85,908.6
31132,2025-08-27,9,91,3,Nordeste,17,0.085,12914.73,11816.98,6559.28,5257.7
31131,2025-08-27,22,42,3,Nordeste,8,0.027,745.52,725.39,523.6,201.79
31130,2025-08-27,22,72,1,Sul,22,0.15,2050.18,1742.65,1439.9,302.75
31129,2025-08-27,20,91,3,Nordeste,13,0.056,3334.5,3147.77,1885.39,1262.38
31227,2025-08-28,14,97,2,Norte,4,0.048,776.36,739.09,463.56,275.53
31232,2025-08-28,15,61,1,Sul,17,0.024,7308.13,7132.73,3575.27,3557.46
31231,2025-08-28,8,66,1,Sul,1,0.093,285.53,258.98,174.93,84.05
31230,2025-08-28,14,47,14,Centro-Oeste,2,0.046,388.18,370.32,231.78,138.54
31229,2025-08-28,13,17,1,Sul,1,0.015,99.58,98.09,72.78,25.31
31228,2025-08-28,8,56,11,Centro-Oeste,15,0.035,4282.95,4133.05,2623.95,1509.1
31233,2025-08-28,22,125,3,Nordeste,7,0.01,652.33,645.81,458.15,187.66
31226,2025-08-28,23,83,15,Sudeste,35,0.095,9665.25,8747.05,5761.0,2986.05
31219,2025-08-28,9,27,12,Sul,3,0.045,2279.07,2176.51,1157.52,1018.99
31224,2025-08-28,24,3,16,Sudeste,3,0.05,1203.24,1143.08,587.1,555.98
31223,2025-08-28,24,30,10,Sul,1,0.038,401.08,385.84,195.7,190.14
31222,2025-08-28,6,115,8,Sudeste,6,0.098,4783.2,4314.45,2464.74,1849.71
31221,2025-08-28,7,73,12,Sul,9,0.015,523.62,515.77,359.19,156.58
31220,2025-08-28,3,27,12,Sul,10,0.003,8858.6,8832.02,4798.9,4033.12
31218,2025-08-28,8,114,8,Sudeste,38,0.01,10850.14,10741.64,6647.34,4094.3
31234,2025-08-28,24,32,15,Sudeste,9,0.012,3609.72,3566.4,1761.3,1805.1
31225,2025-08-28,15,102,10,Sul,23,0.113,9887.47,8770.19,4837.13,3933.06
